Date,AMZN,CAT,DE,EXC,GOOGL,JNJ,JPM,META,PFE,PG
2024-07-10,199.7899932861328,323.2294921875,347.7424621582031,33.384307861328125,190.48867797851562,145.9555206298828,204.21530151367188,533.275390625,26.573253631591797,162.81973266601562
2024-07-11,195.0500030517578,325.837158203125,357.7039794921875,33.9906005859375,184.89898681640625,146.21925354003906,203.87132263183594,511.3435974121094,26.86382484436035,161.58978271484375
2024-07-12,194.49000549316406,330.225830078125,361.3937683105469,33.913612365722656,184.4008026123047,146.3950653076172,201.40463256835938,497.5501708984375,27.10753059387207,162.63426208496094
2024-07-15,192.72000122070312,340.24310302734375,367.66546630859375,34.019466400146484,185.8555145263672,145.76995849609375,206.42648315429688,494.84735107421875,27.2762508392334,160.6527099609375
2024-07-16,193.02000427246094,354.81640625,373.44256591796875,34.18307113647461,183.25494384765625,147.49879455566406,209.9348907470703,488.4942321777344,27.651180267333984,162.96615600585938
2024-07-17,187.92999267578125,352.0808410644531,380.98046875,35.05881881713867,180.3654327392578,152.93930053710938,213.12881469726562,460.7677307128906,28.14796257019043,165.396728515625
2024-07-18,183.75,350.3391418457031,376.5388488769531,34.8759765625,177.0474853515625,151.80625915527344,206.357666015625,474.5910949707031,27.848018646240234,164.4206085205078
2024-07-19,183.1300048828125,342.0733947753906,373.9866027832031,34.770111083984375,177.017578125,151.09324645996094,206.16111755371094,475.52862548828125,28.091724395751953,164.93812561035156
2024-07-22,182.5500030517578,343.7036437988281,375.163818359375,34.88559341430664,181.01307678222656,150.65370178222656,206.6525115966797,486.1105041503906,27.74491310119629,165.222900390625
2024-07-23,186.41000366210938,340.0479736328125,367.51708984375,34.5198974609375,181.1326446533203,148.80764770507812,206.70164489746094,487.3971252441406,27.651180267333984,163.62222290039062
2024-07-24,180.8300018310547,332.0153503417969,365.4100646972656,35.097312927246094,172.0057830810547,152.64627075195312,204.9916534423828,460.04962158203125,28.101097106933594,164.9774169921875
2024-07-25,179.85000610351562,340.1763610839844,377.5775146484375,35.10694122314453,166.6751251220703,155.92813110351562,205.07028198242188,452.21044921875,28.288562774658203,163.89718627929688
2024-07-26,182.5,346.2823791503906,382.3851318359375,35.36677551269531,166.39613342285156,156.90489196777344,208.5786895751953,464.46795654296875,29.248624801635742,166.0674285888672
2024-07-29,183.1999969482422,340.4036560058594,372.7105407714844,35.50150680541992,168.9169921875,154.8732452392578,207.21267700195312,464.4779052734375,29.20109748840332,166.87266540527344
2024-07-30,181.7100067138672,337.6272888183594,367.764404296875,35.81908416748047,169.67422485351562,157.57884216308594,211.47781372070312,461.964599609375,29.837970733642578,158.79075622558594
2024-07-31,186.97999572753906,342.05364990234375,367.97216796875,35.799842834472656,170.91969299316406,154.17977905273438,209.1290283203125,473.57379150390625,29.029998779296875,157.86764526367188
2024-08-01,184.07000732421875,327.5494689941406,354.0537109375,36.81993865966797,170.1425323486328,157.0220947265625,204.37254333496094,496.42315673828125,29.134557723999023,162.70895385742188
2024-08-02,167.89999389648438,317.0270080566406,349.9385681152344,37.31074142456055,166.057373046875,160.32350158691406,195.70468139648438,486.8486022949219,28.92543601989746,167.0199737548828
2024-08-05,161.02000427246094,313.0057373046875,341.1245422363281,36.107791900634766,158.67416381835938,157.5006866455078,191.53781127929688,474.471435546875,28.269550323486328,165.03631591796875
2024-08-06,161.92999267578125,322.5303039550781,342.3313903808594,36.17515563964844,157.71763610839844,155.27371215820312,196.88397216796875,492.7828063964844,27.870315551757812,165.06578063964844
2024-08-07,162.77000427246094,321.89794921875,342.25225830078125,36.415748596191406,158.3652801513672,155.205322265625,196.94293212890625,487.62652587890625,27.42355728149414,166.9610595703125
2024-08-08,165.8000030517578,332.1338806152344,345.37823486328125,36.127044677734375,161.44410705566406,156.49464416503906,200.539794921875,508.2817077636719,27.3380069732666,167.79576110839844
2024-08-09,166.94000244140625,334.208740234375,342.3017578125,36.06930160522461,163.0781707763672,156.88534545898438,202.24978637695312,516.4002075195312,27.138389587402344,167.47171020507812
2024-08-12,166.8000030517578,332.0054626464844,341.2927551269531,35.87485885620117,161.70315551757812,156.1625518798828,202.63307189941406,514.5849609375,27.0433349609375,163.80880737304688
2024-08-13,170.22999572753906,334.74224853515625,346.8125915527344,36.09846878051758,163.56639099121094,154.7071990966797,204.35289001464844,527.1416625976562,27.42355728149414,164.28016662597656
